Index,year,month,day,latitude,longitude,zon.winds,mer.winds,humidity,air temp.,date
27310,1997,11,21,7.99,-179.9,-4.6,-2.8,,27.95,1997-11-21
3974,1997,11,21,-0.03,-170.0,2.8,-0.9,82.3,28.45,1997-11-21
15626,1997,11,21,4.92,-139.9,-0.9,-3.0,80.0,,1997-11-21
7360,1997,11,21,1.98,-155.0,0.0,-2.7,78.4,28.9,1997-11-21
26772,1997,11,21,8.01,-170.0,-4.6,-2.6,80.7,28.05,1997-11-21
31576,1997,11,21,-8.01,-95.06,-6.1,3.9,75.4,24.75,1997-11-21
9208,1997,11,21,2.02,-179.8,-0.3,-0.5,79.1,27.84,1997-11-21
23149,1997,11,21,-5.02,-180.0,,,,28.48,1997-11-21
11623,1997,11,21,-2.0,-155.0,0.2,-3.0,78.4,28.94,1997-11-21
10017,1997,11,21,-1.97,-110.0,-5.2,7.3,78.6,27.11,1997-11-21
12689,1997,11,22,-1.92,164.4,2.0,-0.7,76.4,28.78,1997-11-22
19019,1997,11,22,5.02,-94.9,0.7,1.7,88.7,26.95,1997-11-22
32108,1997,11,22,8.95,-140.4,-4.7,-3.2,85.6,27.83,1997-11-22
2387,1997,11,22,0.0,-155.0,0.5,-4.4,76.1,28.83,1997-11-22
11624,1997,11,22,-2.0,-155.0,0.7,-4.6,78.9,29.17,1997-11-22
20085,1997,11,22,-5.02,-124.94,-6.6,2.5,77.4,27.58,1997-11-22
1858,1997,11,22,0.3,147.1,,,79.8,28.38,1997-11-22
21158,1997,11,22,-4.99,-155.0,1.1,-3.5,84.7,27.3,1997-11-22
17111,1997,11,22,5.0,156.1,-2.1,-1.6,77.2,28.78,1997-11-22
3975,1997,11,22,-0.03,-170.0,2.8,-2.9,84.9,28.11,1997-11-22
29448,1997,11,22,-8.28,-155.0,-0.6,-5.0,89.4,26.16,1997-11-22
5879,1997,11,22,1.97,-125.06,0.6,3.6,78.6,27.5,1997-11-22
7361,1997,11,22,1.98,-155.0,-0.8,-5.2,81.0,28.83,1997-11-22
6784,1997,11,22,1.97,-140.0,0.4,-3.9,,28.16,1997-11-22
4423,1997,11,22,0.0,-179.9,,,,,1997-11-22
10553,1997,11,22,-2.03,-124.9,-4.0,4.3,80.3,27.81,1997-11-22
325,1997,11,22,0.03,-110.0,-2.2,7.0,79.2,27.27,1997-11-22
23150,1997,11,22,-5.02,-180.0,,,,29.06,1997-11-22
8781,1997,11,22,1.98,-170.0,-0.2,-3.0,78.5,29.3,1997-11-22
13733,1997,11,22,-2.0,-180.0,3.2,4.0,79.1,27.72,1997-11-22
5353,1997,11,22,2.09,-110.9,1.2,7.7,84.5,26.95,1997-11-22
31577,1997,11,22,-8.01,-95.1,-5.3,2.7,74.2,24.95,1997-11-22
1333,1997,11,22,0.02,-139.9,-0.4,-2.4,80.2,28.12,1997-11-22
26235,1997,11,22,7.99,165.1,-2.1,-0.3,82.3,28.16,1997-11-22
3445,1997,11,22,0.0,165.0,2.7,0.9,77.7,28.44,1997-11-22
19549,1997,11,22,-4.98,-110.0,-4.4,3.9,73.6,26.19,1997-11-22
29972,1997,11,22,-8.03,164.9,-0.5,2.8,81.8,28.16,1997-11-22
805,1997,11,22,-0.19,-124.4,-1.6,3.4,,26.31,1997-11-22
16037,1997,11,22,4.97,147.0,-4.2,-1.9,81.8,27.8,1997-11-22
15627,1997,11,22,4.92,-139.9,-1.8,-4.9,76.7,,1997-11-22
27311,1997,11,22,8.0,-179.9,-5.3,-2.4,,28.23,1997-11-22
10018,1997,11,22,-1.98,-110.0,-3.2,5.9,74.4,26.98,1997-11-22
9209,1997,11,22,2.02,-179.8,0.2,1.1,79.9,27.84,1997-11-22
8346,1997,11,22,1.99,165.0,1.6,-2.0,77.4,28.94,1997-11-22
18106,1997,11,22,4.97,-170.0,-4.1,-1.8,79.1,28.28,1997-11-22
25233,1997,11,22,7.97,-155.0,-5.1,-5.1,80.0,28.38,1997-11-22
30510,1997,11,22,-8.02,-170.0,-5.1,1.9,,29.23,1997-11-22
22612,1997,11,22,-5.01,-170.0,-2.3,-0.3,77.7,29.66,1997-11-22
20621,1997,11,22,-5.0,-139.9,-4.5,0.5,77.3,28.3,1997-11-22
18632,1997,11,22,5.0,-179.9,-3.2,-2.3,,27.3,1997-11-22
26773,1997,11,22,8.0,-170.0,-5.9,-1.4,87.1,27.19,1997-11-22
11088,1997,11,22,-2.02,-140.0,1.3,0.0,79.4,,1997-11-22
24196,1997,11,22,8.05,-110.1,-5.2,-1.2,,,1997-11-22
28910,1997,11,22,-7.97,-125.0,-7.2,1.5,73.2,27.3,1997-11-22
12153,1997,11,22,-1.91,156.0,,,71.3,28.88,1997-11-22
24733,1997,11,22,8.03,-125.0,-3.2,4.2,84.1,27.47,1997-11-22
27834,1997,11,22,8.06,-94.94,,,82.2,28.19,1997-11-22
21689,1997,11,22,-5.01,156.0,0.0,1.5,73.6,28.48,1997-11-22
7815,1997,11,22,2.08,156.2,-2.4,-0.1,77.0,28.45,1997-11-22
23681,1997,11,22,-4.97,-95.1,-5.3,2.7,78.2,26.2,1997-11-22
25724,1997,11,22,7.99,156.0,-4.0,-2.9,78.4,28.27,1997-11-22
28372,1997,11,22,-8.05,-109.94,-6.8,3.0,79.8,25.66,1997-11-22
31049,1997,11,22,-7.98,-179.9,-1.0,0.6,74.6,29.12,1997-11-22
15127,1997,11,22,5.14,-124.9,2.0,4.2,82.4,27.02,1997-11-22
4824,1997,11,22,0.12,-95.0,-2.6,6.1,72.1,,1997-11-22
9626,1997,11,22,1.99,-95.0,-1.2,6.5,80.1,27.69,1997-11-22
17642,1997,11,22,5.03,165.0,-2.4,-1.3,,27.83,1997-11-22
2916,1997,11,22,0.07,156.2,-1.1,-0.3,80.7,27.6,1997-11-22
16574,1997,11,22,4.98,-154.9,-2.5,-6.5,82.9,28.62,1997-11-22
22074,1997,11,22,-5.0,165.2,,,76.0,28.73,1997-11-22
14248,1997,11,22,-1.86,-95.3,,,,,1997-11-22
29973,1997,11,23,-8.04,164.9,0.6,1.5,80.7,28.52,1997-11-23
7816,1997,11,23,2.08,156.2,-2.1,-1.2,77.0,28.53,1997-11-23
806,1997,11,23,-0.19,-124.4,-3.4,3.4,,26.98,1997-11-23
3976,1997,11,23,-0.03,-170.0,3.2,-4.6,84.0,28.62,1997-11-23
18107,1997,11,23,4.97,-170.0,-4.2,-2.9,79.9,28.31,1997-11-23
31578,1997,11,23,-8.01,-95.06,-4.8,4.1,80.4,24.98,1997-11-23
10019,1997,11,23,-1.98,-110.0,-2.3,2.9,74.7,27.31,1997-11-23
20086,1997,11,23,-5.02,-124.94,-6.4,0.0,75.5,27.81,1997-11-23
24197,1997,11,23,8.04,-110.1,-1.6,-0.2,,,1997-11-23
12690,1997,11,23,-1.92,164.4,2.1,-2.4,74.0,29.27,1997-11-23
1334,1997,11,23,0.02,-139.9,0.9,-1.3,84.3,27.1,1997-11-23
15128,1997,11,23,5.14,-124.9,1.0,2.1,76.4,27.98,1997-11-23
23682,1997,11,23,-4.97,-95.1,-3.0,4.3,79.0,26.44,1997-11-23
29449,1997,11,23,-8.28,-155.0,1.1,-5.2,80.3,27.58,1997-11-23
14249,1997,11,23,-1.86,-95.3,,,,,1997-11-23
10554,1997,11,23,-2.03,-124.9,-5.4,3.1,77.8,28.33,1997-11-23
13734,1997,11,23,-2.0,-180.0,1.7,2.6,77.0,28.64,1997-11-23
27312,1997,11,23,8.0,-179.9,-3.8,-0.2,,26.56,1997-11-23
19550,1997,11,23,-4.98,-110.0,-4.3,1.3,75.7,26.45,1997-11-23
16038,1997,11,23,4.97,147.0,-4.7,-0.9,80.9,28.06,1997-11-23
26236,1997,11,23,8.0,165.1,-3.4,-1.5,83.3,28.31,1997-11-23
9210,1997,11,23,2.02,-179.8,4.4,1.9,78.4,28.02,1997-11-23
22613,1997,11,23,-5.01,-170.0,2.5,-2.1,78.9,28.69,1997-11-23
20622,1997,11,23,-5.01,-139.9,-4.1,1.6,75.3,28.45,1997-11-23
18633,1997,11,23,5.0,-179.9,1.6,1.6,,26.9,1997-11-23
25234,1997,11,23,7.98,-155.0,-5.1,-5.3,82.4,28.06,1997-11-23
11089,1997,11,23,-2.02,-140.0,1.6,2.4,80.2,27.98,1997-11-23
17643,1997,11,23,5.03,165.0,-2.9,-2.3,,28.56,1997-11-23
27835,1997,11,23,8.05,-94.94,,,88.4,27.44,1997-11-23
4825,1997,11,23,0.12,-95.0,-0.1,4.9,72.4,,1997-11-23
28373,1997,11,23,-8.05,-109.94,-6.5,1.0,80.8,25.94,1997-11-23
26774,1997,11,23,8.01,-170.0,-6.6,-3.3,85.2,27.89,1997-11-23
8347,1997,11,23,1.99,165.0,1.0,-0.6,77.4,28.78,1997-11-23
22075,1997,11,23,-5.0,165.2,,,74.7,28.94,1997-11-23
16575,1997,11,23,4.98,-154.9,-3.5,-6.3,80.8,28.66,1997-11-23
2917,1997,11,23,0.08,156.2,-2.6,0.3,79.2,27.98,1997-11-23
21159,1997,11,23,-4.99,-155.0,-1.2,0.6,80.9,27.66,1997-11-23
5880,1997,11,23,1.98,-125.06,-1.6,2.7,79.8,28.05,1997-11-23
19020,1997,11,23,5.02,-94.9,4.7,0.1,89.5,26.98,1997-11-23
7362,1997,11,23,1.98,-155.0,-3.8,-5.1,81.8,28.56,1997-11-23
11625,1997,11,23,-2.0,-155.0,0.3,-2.1,77.1,29.2,1997-11-23
2388,1997,11,23,0.0,-155.0,-1.1,-2.1,75.7,28.23,1997-11-23
17112,1997,11,23,5.0,156.1,-3.0,-2.9,78.4,28.89,1997-11-23
326,1997,11,23,0.03,-110.0,-1.7,3.8,77.3,27.3,1997-11-23
13198,1997,11,23,-2.15,-170.0,3.9,-4.4,85.9,27.97,1997-11-23
8782,1997,11,23,1.99,-170.0,1.3,-4.0,84.5,28.2,1997-11-23
28911,1997,11,23,-7.97,-125.0,-6.4,0.6,80.9,26.38,1997-11-23
12154,1997,11,23,-1.91,156.0,,,76.3,28.31,1997-11-23
21690,1997,11,23,-5.01,156.0,-1.7,2.0,74.8,28.84,1997-11-23
25725,1997,11,23,7.99,156.0,-4.0,-2.9,77.5,28.34,1997-11-23
5354,1997,11,23,2.08,-110.9,1.7,4.2,81.5,27.08,1997-11-23
30511,1997,11,23,-8.02,-170.0,,,,,1997-11-23
15628,1997,11,23,4.91,-139.9,-2.4,-5.2,75.5,,1997-11-23
1859,1997,11,23,0.3,147.1,,,81.0,27.84,1997-11-23
32109,1997,11,23,8.97,-140.4,-4.2,-4.5,83.5,27.7,1997-11-23
31050,1997,11,23,-7.98,-179.9,-4.0,1.8,76.2,28.73,1997-11-23
6785,1997,11,23,1.98,-140.0,-0.8,2.0,,27.89,1997-11-23
4424,1997,11,23,0.0,-179.9,,,,,1997-11-23
23151,1997,11,23,-5.02,-180.0,,,,29.31,1997-11-23
24734,1997,11,23,8.02,-125.0,-3.2,1.5,85.6,26.81,1997-11-23
9627,1997,11,23,1.99,-95.0,2.1,3.8,85.9,27.02,1997-11-23
3446,1997,11,23,0.0,165.0,1.6,-1.0,77.7,28.47,1997-11-23
15629,1997,11,24,4.91,-139.9,-0.7,-2.1,73.1,,1997-11-24
5355,1997,11,24,2.07,-110.9,-1.9,4.1,83.6,27.48,1997-11-24
2918,1997,11,24,0.08,156.2,-1.2,-0.9,79.9,28.34,1997-11-24
16576,1997,11,24,4.98,-154.9,-5.5,-2.7,83.7,28.5,1997-11-24
32110,1997,11,24,8.96,-140.2,-4.7,-3.6,92.4,26.58,1997-11-24
22076,1997,11,24,-5.0,165.2,,,77.2,28.39,1997-11-24
24198,1997,11,24,8.04,-110.1,-3.0,-0.6,,,1997-11-24
10020,1997,11,24,-1.98,-110.0,-5.1,2.9,78.2,27.7,1997-11-24
12691,1997,11,24,-1.92,164.4,2.2,-2.2,75.3,29.3,1997-11-24
807,1997,11,24,-0.19,-124.4,-5.0,2.0,,26.27,1997-11-24
19551,1997,11,24,-4.98,-110.0,-7.0,3.2,83.3,26.73,1997-11-24
16039,1997,11,24,4.97,147.0,-5.4,-2.4,80.5,28.11,1997-11-24
24735,1997,11,24,8.03,-125.0,-4.6,-1.1,83.8,27.81,1997-11-24
26237,1997,11,24,7.99,165.1,-5.8,-2.3,83.7,28.52,1997-11-24
27313,1997,11,24,7.98,-179.8,-6.2,-2.7,,27.31,1997-11-24
18108,1997,11,24,4.98,-170.0,1.9,-4.4,80.8,25.86,1997-11-24
9211,1997,11,24,2.03,-179.8,2.4,-2.1,77.5,28.48,1997-11-24
18634,1997,11,24,5.0,-179.9,-1.9,-1.7,,28.2,1997-11-24
25726,1997,11,24,7.99,156.0,-4.9,-4.2,77.1,28.44,1997-11-24
21691,1997,11,24,-5.02,156.0,-1.4,1.5,73.2,29.16,1997-11-24
31051,1997,11,24,-7.97,-179.9,-5.1,3.2,60.0,28.84,1997-11-24
21160,1997,11,24,-5.0,-155.0,-2.2,1.6,77.9,28.56,1997-11-24
5881,1997,11,24,1.97,-125.06,-3.4,-0.8,82.3,27.97,1997-11-24
10555,1997,11,24,-2.04,-124.9,-5.4,0.6,82.0,27.48,1997-11-24
19021,1997,11,24,5.02,-94.9,3.2,1.8,83.9,27.8,1997-11-24
3977,1997,11,24,-0.04,-170.0,4.7,-2.6,87.0,27.31,1997-11-24
7363,1997,11,24,1.98,-155.0,-3.9,1.3,84.4,27.44,1997-11-24
11626,1997,11,24,-1.99,-155.0,-2.6,3.3,80.2,28.97,1997-11-24
4425,1997,11,24,0.0,-179.9,,,,,1997-11-24
17113,1997,11,24,5.0,156.1,-4.1,-5.1,80.0,28.97,1997-11-24
23683,1997,11,24,-4.97,-95.1,-3.6,4.0,81.1,26.36,1997-11-24
2389,1997,11,24,-0.01,-155.0,-3.0,2.2,,27.88,1997-11-24
327,1997,11,24,0.03,-110.0,-4.4,2.8,80.4,27.48,1997-11-24
23152,1997,11,24,-5.03,-180.0,,,,28.25,1997-11-24
13199,1997,11,24,-2.16,-170.0,4.4,-1.1,87.1,26.73,1997-11-24
29450,1997,11,24,-8.28,-155.0,-1.5,-3.8,80.3,27.97,1997-11-24
31579,1997,11,24,-8.01,-95.06,-4.5,3.7,79.2,24.83,1997-11-24
8783,1997,11,24,1.98,-170.0,4.4,-1.5,85.4,27.58,1997-11-24
28912,1997,11,24,-7.97,-125.0,-7.0,1.5,80.0,26.9,1997-11-24
6786,1997,11,24,1.99,-140.0,0.3,3.2,,28.23,1997-11-24
12155,1997,11,24,-1.92,156.0,,,76.7,28.4,1997-11-24
20087,1997,11,24,-5.01,-124.94,-7.1,-0.1,76.2,28.05,1997-11-24
22614,1997,11,24,-5.02,-170.0,3.1,-3.3,82.1,27.9,1997-11-24
15129,1997,11,24,5.14,-124.9,-1.4,-1.6,78.0,28.22,1997-11-24
14250,1997,11,24,-1.86,-95.3,,,,,1997-11-24
3447,1997,11,24,0.0,165.0,1.2,-2.1,75.6,28.78,1997-11-24
30512,1997,11,24,-7.96,-170.0,,,,,1997-11-24
13735,1997,11,24,-1.98,-180.0,5.1,0.9,79.5,27.88,1997-11-24
26775,1997,11,24,8.01,-170.0,-6.3,-4.2,85.2,27.7,1997-11-24
28374,1997,11,24,-8.05,-109.94,-7.4,0.6,83.6,26.05,1997-11-24
1335,1997,11,24,0.01,-139.9,-0.9,1.5,79.8,27.95,1997-11-24
4826,1997,11,24,0.11,-95.0,1.3,2.7,81.6,,1997-11-24
1860,1997,11,24,0.3,147.1,,,86.9,26.36,1997-11-24
17644,1997,11,24,5.03,165.0,-4.5,-3.3,,28.66,1997-11-24
9628,1997,11,24,1.99,-95.0,0.4,5.1,84.2,27.02,1997-11-24
11090,1997,11,24,-2.02,-140.0,-2.8,0.6,78.6,28.78,1997-11-24
29974,1997,11,24,-8.03,164.9,0.8,-1.9,80.8,29.03,1997-11-24
8348,1997,11,24,1.99,165.0,-0.2,-2.3,81.7,28.2,1997-11-24
25235,1997,11,24,7.97,-155.0,-6.9,-4.3,82.4,28.19,1997-11-24
20623,1997,11,24,-5.01,-139.9,-6.3,1.8,75.3,28.53,1997-11-24
7817,1997,11,24,2.08,156.2,-2.0,-2.5,79.4,28.38,1997-11-24
27836,1997,11,24,8.05,-94.94,,,89.2,28.14,1997-11-24
328,1997,11,25,0.03,-110.0,-5.5,2.4,82.7,27.53,1997-11-25
28375,1997,11,25,-8.05,-109.94,-7.5,0.1,83.9,26.02,1997-11-25
23153,1997,11,25,-5.02,-180.0,,,,27.19,1997-11-25
18109,1997,11,25,4.97,-170.0,-5.5,-4.5,80.3,27.88,1997-11-25
13200,1997,11,25,-2.16,-170.0,6.8,-2.2,82.8,28.45,1997-11-25
4827,1997,11,25,0.12,-95.0,-1.0,5.5,74.5,,1997-11-25
29451,1997,11,25,-8.27,-155.0,3.8,-3.8,82.8,27.45,1997-11-25
16040,1997,11,25,4.97,147.0,-2.4,0.4,80.1,27.34,1997-11-25
27837,1997,11,25,8.05,-94.94,,,88.0,28.23,1997-11-25
8784,1997,11,25,1.99,-170.0,1.4,0.2,85.4,27.58,1997-11-25
20624,1997,11,25,-5.01,-139.9,-6.4,-0.2,77.8,28.69,1997-11-25
28913,1997,11,25,-7.97,-125.0,-8.7,0.2,77.5,27.45,1997-11-25
17645,1997,11,25,5.02,165.0,-4.4,-2.4,,28.69,1997-11-25
27314,1997,11,25,8.01,-179.9,-6.4,-4.5,,28.31,1997-11-25
12156,1997,11,25,-1.91,156.0,,,73.8,28.88,1997-11-25
2390,1997,11,25,0.0,-155.0,-2.1,2.7,,27.6,1997-11-25
31580,1997,11,25,-8.01,-95.06,-4.6,4.3,79.6,24.62,1997-11-25
20088,1997,11,25,-5.02,-124.94,-8.0,1.5,79.2,27.97,1997-11-25
26776,1997,11,25,8.01,-170.0,-8.2,-5.1,81.5,28.2,1997-11-25
10556,1997,11,25,-2.04,-124.9,-4.9,1.0,84.1,27.48,1997-11-25
15630,1997,11,25,4.91,-139.9,0.2,-1.2,73.1,,1997-11-25
21161,1997,11,25,-4.99,-155.0,0.3,1.9,79.6,27.89,1997-11-25
5882,1997,11,25,1.96,-125.06,-3.3,-0.1,80.2,28.2,1997-11-25
22615,1997,11,25,-5.01,-170.0,5.6,0.8,82.9,28.14,1997-11-25
3978,1997,11,25,-0.04,-170.0,5.3,-1.2,84.9,27.64,1997-11-25
30513,1997,11,25,-7.98,-170.0,0.2,2.3,82.1,27.33,1997-11-25
12692,1997,11,25,-1.93,164.4,1.8,-0.1,77.3,29.22,1997-11-25
19022,1997,11,25,5.01,-94.9,4.5,2.8,87.5,27.55,1997-11-25
9212,1997,11,25,2.02,-179.8,1.0,-1.0,80.2,27.55,1997-11-25
7364,1997,11,25,1.98,-155.0,-2.7,3.5,81.4,28.1,1997-11-25
17114,1997,11,25,5.0,156.1,-3.0,-4.9,80.0,29.05,1997-11-25
11627,1997,11,25,-2.0,-155.0,-0.7,1.5,84.6,27.38,1997-11-25
3448,1997,11,25,0.0,165.0,0.6,-0.9,79.4,28.52,1997-11-25
1861,1997,11,25,0.3,147.1,,,83.4,26.12,1997-11-25
4426,1997,11,25,0.0,-179.9,0.1,0.3,,,1997-11-25
13736,1997,11,25,-2.0,-180.0,5.3,0.0,77.4,27.77,1997-11-25
14251,1997,11,25,-1.86,-95.3,,,,,1997-11-25
1336,1997,11,25,0.02,-139.9,-2.4,-1.7,76.1,28.75,1997-11-25
29975,1997,11,25,-8.03,164.8,1.1,0.8,81.7,29.1,1997-11-25
19552,1997,11,25,-4.98,-110.0,-6.9,4.0,84.1,26.73,1997-11-25
31052,1997,11,25,-7.98,-179.9,-3.8,3.6,66.5,29.05,1997-11-25
25236,1997,11,25,7.98,-155.0,-6.2,-3.7,78.4,28.22,1997-11-25
24736,1997,11,25,8.02,-125.0,-4.8,-4.9,81.9,28.02,1997-11-25
10021,1997,11,25,-1.98,-110.0,-5.8,1.5,80.2,27.86,1997-11-25
24199,1997,11,25,8.05,-110.1,-4.3,-0.1,,,1997-11-25
8349,1997,11,25,1.99,165.0,-1.9,-1.0,79.4,28.78,1997-11-25
22077,1997,11,25,-5.0,165.2,,,76.8,28.66,1997-11-25
32111,1997,11,25,8.96,-140.4,-2.0,-4.7,90.7,27.23,1997-11-25
21692,1997,11,25,-5.01,156.0,3.9,-1.0,73.2,29.23,1997-11-25
16577,1997,11,25,4.99,-154.9,-3.8,-0.9,88.0,26.62,1997-11-25
2919,1997,11,25,0.07,156.2,1.7,-1.5,79.9,28.48,1997-11-25
26238,1997,11,25,8.0,165.0,-5.7,-1.9,82.6,28.52,1997-11-25
11091,1997,11,25,-2.02,-140.0,-4.1,-1.4,84.0,28.03,1997-11-25
6787,1997,11,25,1.98,-140.0,0.4,0.6,,28.88,1997-11-25
18635,1997,11,25,5.0,-179.9,-4.3,-2.8,,28.48,1997-11-25
7818,1997,11,25,2.08,156.2,-1.0,-1.0,81.4,28.05,1997-11-25
9629,1997,11,25,1.99,-95.0,-0.3,5.8,82.6,27.66,1997-11-25
23684,1997,11,25,-4.97,-95.1,-4.1,3.9,79.9,26.12,1997-11-25
808,1997,11,25,-0.2,-124.4,-4.3,1.5,,26.77,1997-11-25
25727,1997,11,25,7.99,156.0,-4.2,-3.7,79.2,28.47,1997-11-25
15130,1997,11,25,5.14,-124.9,-4.2,-3.4,80.0,28.3,1997-11-25
5356,1997,11,25,2.07,-110.9,-3.8,2.7,80.3,28.25,1997-11-25
8350,1997,11,26,1.99,165.0,0.7,-0.3,78.2,28.73,1997-11-26
32112,1997,11,26,8.96,-140.4,-4.7,3.2,87.7,28.06,1997-11-26
28914,1997,11,26,-7.97,-125.0,-8.4,1.9,76.6,27.5,1997-11-26
31053,1997,11,26,-8.0,-180.0,,,,,1997-11-26
9213,1997,11,26,2.02,-179.8,-0.3,-1.9,77.4,28.48,1997-11-26
18110,1997,11,26,4.98,-170.0,-7.3,-3.5,84.5,27.45,1997-11-26
15631,1997,11,26,4.91,-139.9,-2.5,0.4,77.1,,1997-11-26
5883,1997,11,26,1.97,-125.06,-4.6,3.0,80.2,28.31,1997-11-26
21162,1997,11,26,-4.99,-155.0,1.8,-1.8,83.0,27.61,1997-11-26
809,1997,11,26,-0.19,-124.4,-5.6,3.1,,27.31,1997-11-26
22078,1997,11,26,-5.0,165.2,,,79.3,28.16,1997-11-26
16041,1997,11,26,4.96,147.0,-1.9,-3.9,77.5,28.23,1997-11-26
15131,1997,11,26,5.13,-124.9,-3.6,0.8,82.0,27.78,1997-11-26
23685,1997,11,26,-4.97,-95.1,-4.0,4.5,79.4,26.28,1997-11-26
20625,1997,11,26,-5.01,-139.9,-4.2,-2.3,82.6,27.98,1997-11-26
17646,1997,11,26,5.03,165.0,-2.4,-0.7,,28.06,1997-11-26
4828,1997,11,26,0.12,-95.0,-0.7,6.2,73.8,,1997-11-26
26777,1997,11,26,8.01,-170.0,-6.4,-5.4,83.0,28.25,1997-11-26
12157,1997,11,26,-1.91,156.0,,,77.9,28.56,1997-11-26
329,1997,11,26,0.03,-110.0,-4.7,3.7,81.5,27.61,1997-11-26
23154,1997,11,26,-5.02,-180.0,,,,28.72,1997-11-26
16578,1997,11,26,4.99,-154.9,-2.3,-2.3,83.3,27.88,1997-11-26
31581,1997,11,26,-8.01,-95.1,-6.5,5.0,85.0,24.4,1997-11-26
20089,1997,11,26,-5.02,-124.94,-7.9,3.3,77.0,28.12,1997-11-26
27838,1997,11,26,8.05,-94.94,,,87.3,28.38,1997-11-26
29976,1997,11,26,-8.03,164.8,0.4,2.1,84.1,28.81,1997-11-26
8785,1997,11,26,1.98,-170.0,2.8,0.2,81.1,28.7,1997-11-26
9630,1997,11,26,1.99,-95.0,-0.2,6.7,81.8,27.77,1997-11-26
22616,1997,11,26,-5.01,-170.0,6.9,0.2,82.1,28.38,1997-11-26
5357,1997,11,26,2.07,-110.9,-3.6,5.0,79.0,28.56,1997-11-26
30514,1997,11,26,-7.98,-170.0,-2.7,0.2,79.5,27.61,1997-11-26
17115,1997,11,26,5.0,156.1,-2.9,-3.5,78.8,28.97,1997-11-26
21693,1997,11,26,-5.01,156.0,6.4,-1.3,77.8,28.64,1997-11-26
10022,1997,11,26,-1.98,-110.0,-5.4,4.6,79.4,27.52,1997-11-26
25728,1997,11,26,8.0,156.0,-3.7,-2.5,77.9,28.31,1997-11-26
19023,1997,11,26,5.02,-94.9,4.3,1.2,87.1,27.6,1997-11-26
7365,1997,11,26,1.99,-155.0,-1.0,0.7,84.8,27.12,1997-11-26
3449,1997,11,26,0.0,165.0,3.1,0.1,78.1,28.86,1997-11-26
29452,1997,11,26,-8.28,-155.0,3.3,-0.9,81.8,28.2,1997-11-26
2391,1997,11,26,0.0,-155.0,-2.7,1.8,,27.83,1997-11-26
11092,1997,11,26,-2.02,-140.0,-2.2,-1.9,83.6,28.19,1997-11-26
13201,1997,11,26,-2.16,-170.0,8.9,1.9,83.6,28.2,1997-11-26
26239,1997,11,26,8.0,165.1,-3.3,-0.8,78.5,28.23,1997-11-26
13737,1997,11,26,-2.0,-180.0,4.9,-1.6,75.4,28.72,1997-11-26
24200,1997,11,26,8.04,-110.1,-4.1,-2.8,,,1997-11-26
10557,1997,11,26,-2.03,-124.9,-6.1,3.2,82.0,28.02,1997-11-26
1337,1997,11,26,0.01,-139.9,-2.3,-1.4,77.6,28.75,1997-11-26
28376,1997,11,26,-8.05,-109.94,-7.8,1.7,80.8,26.02,1997-11-26
7819,1997,11,26,2.08,156.2,-0.6,-2.7,79.8,28.1,1997-11-26
2920,1997,11,26,0.07,156.2,1.6,-2.1,80.7,28.1,1997-11-26
24737,1997,11,26,8.03,-125.0,-5.7,-4.2,83.8,28.06,1997-11-26
19553,1997,11,26,-4.97,-110.0,-6.3,4.1,78.9,26.58,1997-11-26
18636,1997,11,26,5.0,-179.9,-5.0,-1.8,,28.3,1997-11-26
14252,1997,11,26,-1.86,-95.3,,,,,1997-11-26
25237,1997,11,26,7.98,-155.0,-6.1,-2.5,86.4,27.6,1997-11-26
11628,1997,11,26,-2.0,-155.0,0.4,0.8,78.0,28.1,1997-11-26
27315,1997,11,26,8.0,-179.9,-6.6,-3.2,,28.16,1997-11-26
6788,1997,11,26,1.98,-140.0,-1.1,-0.1,,29.16,1997-11-26
12693,1997,11,26,-1.92,164.4,3.5,1.9,81.3,29.08,1997-11-26
3979,1997,11,26,-0.03,-170.0,4.4,0.5,86.2,27.72,1997-11-26
1862,1997,11,26,0.3,147.1,,,75.5,27.89,1997-11-26
27316,1997,11,27,7.99,-179.9,-5.9,-5.0,,28.23,1997-11-27
330,1997,11,27,0.03,-110.0,-3.8,4.7,80.7,27.48,1997-11-27
810,1997,11,27,-0.19,-124.4,-4.6,2.2,,26.72,1997-11-27
5358,1997,11,27,2.08,-110.9,-2.4,4.6,81.5,27.77,1997-11-27
10023,1997,11,27,-1.98,-110.0,-4.5,4.4,77.8,27.62,1997-11-27
20090,1997,11,27,-5.01,-124.94,-8.1,2.3,76.6,28.1,1997-11-27
11093,1997,11,27,-2.02,-140.0,-2.5,-0.2,83.6,27.8,1997-11-27
9214,1997,11,27,2.03,-179.8,-0.2,-2.4,80.0,27.73,1997-11-27
24201,1997,11,27,8.04,-110.2,-4.7,-4.5,,,1997-11-27
9631,1997,11,27,1.99,-95.0,-0.2,6.3,83.0,27.69,1997-11-27
29977,1997,11,27,-8.03,164.9,-3.0,3.4,85.0,27.7,1997-11-27
25729,1997,11,27,8.0,156.0,-3.9,-2.7,75.8,28.31,1997-11-27
2392,1997,11,27,0.0,-155.0,0.3,-1.6,,28.34,1997-11-27
14253,1997,11,27,-1.86,-95.3,,,,,1997-11-27
7820,1997,11,27,2.07,156.2,-2.0,-2.7,77.0,28.77,1997-11-27
16042,1997,11,27,4.96,147.0,-2.8,-3.0,73.7,28.72,1997-11-27
